rating,date,title,branch,neg,neu,pos
4,2020-07-08,Great visit!!,Florida,0,0,1
1,2020-07-08,Fast Pass check out date,Florida,1,0,0
5,2020-07-06,Great time at Universal,Florida,0,0,1
5,2020-07-06,Anniversary trip to USO,Florida,0,0,1
5,2020-07-06,Always fun!,Florida,0,0,1
5,2020-07-05,IMMACULATE AND NOT CROWDED,Florida,0,0,1
5,2020-07-05,Hot with masks,Florida,0,0,1
3,2020-07-04,Not for Individuals of Stature,Florida,1,0,0
3,2020-07-03,Looking run down and outdated,Florida,0,0,1
5,2020-06-29,Just a day at City Walk,Florida,0,0,1
5,2020-06-28,Universal Studios was unbelievable!!! 😊,Florida,0,0,1
5,2020-06-28,Great time to visit,Florida,0,1,0
5,2020-06-27,Safe and Well Organized,Florida,1,0,0
5,2020-06-27,Deserves a day in your life!,Florida,0,0,1
5,2020-06-27,The best park in the world.,Florida,0,0,1
5,2020-06-27,COVID-19 Break,Florida,0,0,1
3,2020-06-27,Ridiculously expensive,Florida,0,0,1
5,2020-06-26,Photos with Transformers,Florida,0,0,1
5,2020-06-25,Wonderful experience even with a mask!,Florida,0,0,1
5,2020-06-25,A Disney Lover Is Pleasantly Surprised!,Florida,0,0,1
5,2020-06-25,Amazing!,Florida,0,0,1
5,2020-06-22,Good times in “these times”,Florida,0,0,1
3,2020-06-21,Universal was just OK,Florida,0,0,1
5,2020-06-20,Great parks and the VIP tour is wonderful for those with limited time (Ask for Paul),Florida,0,0,1
5,2020-06-16,Awesome Family Fun!,Florida,0,0,1
1,2020-06-15,Universal studios is horrible right now,Florida,1,0,0
5,2020-06-12,Every bit as good as Disney World,Florida,0,0,1
5,2020-06-11,Family fun time,Florida,0,0,1
5,2020-06-11,Glad I visited during coronavirus!,Florida,0,0,1
5,2020-06-11,Universal during covid,Florida,0,0,1
5,2020-06-11,Family Trip,Florida,0,0,1
5,2020-06-07,Vacation,Florida,0,0,1
1,2020-06-06,"Wait until after Covid blows over or better yet, if you are looking for actual rides, go to six flags.",Florida,0,0,1
5,2020-06-05,"New normal, be prepaid and you will enjoy",Florida,0,0,1
5,2020-06-04,"Post COVID-19 ""new normal""",Florida,0,0,1
5,2020-06-03,A Book Nerd's Dream!,Florida,0,0,1
5,2020-06-03,Friends,Florida,0,0,1
5,2020-05-31,"First time, was a lot of fun, don't expect disney, but it's still a good experience",Florida,0,0,1
5,2020-05-31,Amazing Park!,Florida,0,0,1
5,2020-05-30,June 5th baby!,Florida,0,0,1
5,2020-05-27,Dreamland Vacation,Florida,0,0,1
5,2020-05-27,Dreamland Vacation,Florida,0,0,1
5,2020-05-26,Best Theme Park,Florida,0,0,1
5,2020-05-24,WOW WOW ....... Absolutely Incredible !!!!,Florida,0,0,1
5,2020-05-23,A highlight of an Orlando holiday!,Florida,0,0,1
5,2020-05-05,Amazing time,Florida,0,0,1
5,2020-05-04,were coming back,Florida,0,0,1
4,2020-04-29,Universal Studios FL,Florida,0,0,1
5,2020-04-28,The Fear Factor contest was the best.,Florida,0,0,1
5,2020-04-24,Best Rides,Florida,0,0,1
5,2020-04-19,I loved it!!!!,Florida,0,0,1
4,2020-04-18,Very good rides,Florida,0,0,1
5,2020-04-16,Amazing Mardi Gras Parade,Florida,0,0,1
2,2020-04-14,Very disappointed with lack of response!,Florida,0,0,1
5,2020-04-14,Superb,Florida,0,0,1
5,2020-04-14,Amazing!,Florida,0,0,1
4,2020-04-13,Florida is lucky to have this place!,Florida,0,0,1
4,2020-04-13,Impossible to see it all and make sure you can walk long distances!,Florida,0,0,1
5,2020-04-13,Great Time to Visit Universal Orlando!,Florida,0,0,1
5,2020-04-13,Truly entertaining,Florida,0,0,1
5,2020-04-13,Hagrid's Magical Creatures Motorbike Adventure ride,Florida,0,0,1
4,2020-04-13,nice place,Florida,0,0,1
5,2020-04-12,What a great way to spend a day or two,Florida,0,0,1
5,2020-04-04,Very fun even if you don't ride the rides,Florida,0,0,1
4,2020-03-31,Wonderful experience,Florida,0,0,1
4,2020-03-30,Fun day,Florida,0,0,1
5,2020-03-26,Spring break vacation interrupted,Florida,0,0,1
1,2020-03-26,UNIVERSAL AND HYATT ARE NOT REFUNDING CUSTOMERS,Florida,0,1,0
5,2020-03-22,Great Place,Florida,0,0,1
3,2020-03-19,Fun,Florida,0,0,1
5,2020-03-19,Excellent way to spend a day,Florida,0,0,1
5,2020-03-19,Still a great park - a little dated to its sister now,Florida,1,0,0
2,2020-03-18,Filthy,Florida,1,0,0
5,2020-03-17,It's a fun place,Florida,0,0,1
4,2020-03-17,Another Great Visit!,Florida,0,0,1
4,2020-03-17,Lots of Fun,Florida,0,0,1
5,2020-03-17,always a good time and getting better yearly,Florida,0,1,0
4,2020-03-16,Good but too much 3D,Florida,0,0,1
5,2020-03-16,Universal,Florida,0,0,1
5,2020-03-16,Lots of fun to be had.,Florida,0,0,1
4,2020-03-15,Warning. Pay attention where you need to use lockers. Back packs don't fit the free lockers.,Florida,0,0,1
5,2020-03-15,Great fun for 2 days,Florida,0,0,1
5,2020-03-15,Time machine,Florida,0,0,1
3,2020-03-15,Could be so much better if they have fewer motion simulator rides,Florida,0,1,0
1,2020-03-15,Fast and Furious is a joke,Florida,0,0,1
5,2020-03-14,"Less Queues, Less people",Florida,0,0,1
2,2020-03-14,Skip the Universal Studios Dining Plan,Florida,0,0,1
5,2020-03-14,Great!,Florida,0,0,1
5,2020-03-12,Beautiful Park,Florida,0,0,1
5,2020-03-12,Early March Visit Beats Crowds,Florida,0,0,1
4,2020-03-12,Loved the 3D aspect of all the rides,Florida,0,0,1
5,2020-03-12,Two fun days,Florida,0,0,1
1,2020-03-12,Trip,Florida,0,1,0
5,2020-03-11,1 of our favorite things to do in Florida,Florida,0,0,1
5,2020-03-11,What an incredible place!!,Florida,0,0,1
5,2020-03-11,First visit to Harry Potter attractions,Florida,0,0,1
3,2020-03-11,Precautions,Florida,0,1,0
4,2020-03-10,Breath of fresh air!,Florida,0,0,1
5,2020-03-10,Universal is a must if visiting Orlando,Florida,0,0,1
3,2020-03-10,Universal Studios,Florida,0,0,1
5,2020-03-10,Georgiana From Animal Actors,Florida,0,0,1
3,2020-03-09,Meh 😕,Florida,0,0,1
5,2020-03-09,"Valet Parking is a MESS!, better off walking to garage.",Florida,0,0,1
4,2020-03-09,A Great Day Out In Universal.,Florida,0,0,1
5,2020-03-08,Great Birthday Trip!,Florida,0,0,1
5,2020-03-08,Just wonderful!,Florida,0,0,1
4,2020-03-08,Great customer service and park... IT Dept needs help,Florida,0,0,1
5,2020-03-08,Worth every penny! Best trip we’ve had in years!,Florida,0,0,1
5,2020-03-08,Universally Awesome,Florida,0,0,1
4,2020-03-08,Blue Man Group Show,Florida,0,1,0
4,2020-03-08,Best of the Theme Parks,Florida,0,0,1
3,2020-03-07,Mediocre for the price,Florida,0,0,1
5,2020-03-07,Great place to visit for a few days,Florida,0,0,1
5,2020-03-07,The best Theme Park I have ever been!,Florida,0,0,1
5,2020-03-07,AMAZING IN THE OFF-SEASON!!!!!,Florida,0,0,1
5,2020-03-07,The VIP tour is worth the money!,Florida,0,0,1
5,2020-03-07,Best time to visit,Florida,0,0,1
4,2020-03-07,Lots of fun,Florida,0,0,1
2,2020-03-06,cool experience rude staff,Florida,0,1,0
4,2020-03-06,Casual walk,Florida,0,1,0
4,2020-03-06,Want to go back!,Florida,0,0,1
5,2020-03-06,Great Day at Islands of Adventure,Florida,0,0,1
5,2020-03-06,Awesome visit to Harry Potter Attractions,Florida,0,0,1
4,2020-03-05,Trip with the grand daughters.,Florida,0,0,1
5,2020-03-05,Great experience,Florida,0,0,1
5,2020-03-05,Found my childhood self - 😂,Florida,0,0,1
5,2020-03-05,Universal Has Upped Their Game,Florida,0,0,1
3,2020-03-05,Not worth the money for what we got,Florida,0,0,1
5,2020-03-05,Best park for the family!,Florida,0,0,1
5,2020-03-05,fantastic day,Florida,0,0,1
5,2020-03-05,A day out with friends,Florida,0,0,1
2,2020-03-05,Didn't go,Florida,0,1,0
5,2020-03-05,too much to do in 1 day incredible,Florida,0,1,0
4,2020-03-05,It’s a good time,Florida,0,0,1
3,2020-03-05,Decent theme park experience,Florida,0,1,0
5,2020-03-04,A must for Harry Potter Fans,Florida,0,0,1
5,2020-03-04,AWESOME,Florida,0,0,1
3,2020-03-03,Great rides but needs updating,Florida,0,0,1
4,2020-03-03,Eating keto at Universal Orlando,Florida,0,0,1
2,2020-03-02,Lame,Florida,1,0,0
5,2020-03-02,Always a fun time!,Florida,0,0,1
1,2020-03-02,RUDE Employees!,Florida,1,0,0
5,2020-03-01,Very nice place,Florida,0,0,1
5,2020-03-01,Mrs Bailey,Florida,0,0,1
5,2020-03-01,Always A Great Time!,Florida,0,0,1
4,2020-03-01,Original park still tremendous,Florida,0,1,0
3,2020-03-01,"Poor, except Harry Potter",Florida,1,0,0
5,2020-03-01,Brilliant Parks,Florida,0,0,1
5,2020-03-01,Great day,Florida,0,0,1
5,2020-03-01,Second time back and we still love it!!!,Florida,0,0,1
2,2020-03-01,Don’t waste your money on meal plan,Florida,1,0,0
5,2020-03-01,Good day out,Florida,0,0,1
5,2020-03-01,Memorable time,Florida,0,0,1
5,2020-02-29,A Must See,Florida,0,0,1
4,2020-02-29,Fun but not as good as Disney,Florida,0,1,0
5,2020-02-29,Great family vacation,Florida,0,0,1
4,2020-02-29,Great Adventures but not clear on price options,Florida,0,0,1
5,2020-02-28,VIP tour great!,Florida,0,0,1
1,2020-02-28,"Miserable, go to Disney world",Florida,1,0,0
5,2020-02-28,Nice park,Florida,0,0,1
5,2020-02-28,Express Pass,Florida,1,0,0
3,2020-02-27,What little actual rides there were was non-inclusive for larger people,Florida,0,0,1
5,2020-02-26,I’d go again in a heartbeat!,Florida,0,1,0
3,2020-02-26,Not worth the money.,Florida,1,0,0
5,2020-02-25,Sooo much fun!!!,Florida,0,0,1
2,2020-02-25,Disappointing,Florida,0,0,1
5,2020-02-25,Post Cruise Vacation,Florida,0,0,1
5,2020-02-25,Love it!,Florida,0,0,1
5,2020-02-25,Rock the Universe,Florida,0,0,1
4,2020-02-25,Little Pricy,Florida,0,0,1
2,2020-02-25,"Aside from Harry Potter, one huge BLAH.",Florida,0,0,1
4,2020-02-25,Universal Studios - 1 day or 2 day tickets,Florida,0,0,1
3,2020-02-24,Somewhat Disappointing,Florida,0,0,1
3,2020-02-24,Think you have tickets? Think again.,Florida,1,0,0
5,2020-02-24,I love it!,Florida,0,0,1
5,2020-02-24,"All Around Family ""FUN"" ......",Florida,0,0,1
4,2020-02-24,Our favorite place in Orlando,Florida,0,0,1
3,2020-02-24,Perfect for my 9-year-old,Florida,0,0,1
5,2020-02-24,City walk is a blast,Florida,0,0,1
1,2020-02-24,"""Amusement"" Park?",Florida,0,0,1
5,2020-02-24,Outstanding Family Vacation 2019!,Florida,0,0,1
3,2020-02-24,Not Up to Disney Standards,Florida,0,0,1
2,2020-02-23,2 couples on vacation together,Florida,0,1,0
5,2020-02-23,Best Theme Experience to Date,Florida,0,0,1
2,2020-02-23,"Unfair lines, unfair policy",Florida,0,0,1
4,2020-02-23,Solid day of fun,Florida,0,0,1
5,2020-02-23,Entertaining,Florida,0,0,1
4,2020-02-23,Wizarding World of Harry Potter,Florida,0,0,1
5,2020-02-23,Loved it!,Florida,0,0,1
4,2020-02-23,Buy Express Pass,Florida,0,0,1
5,2020-02-23,Brilliant,Florida,0,0,1
1,2020-02-22,Watch out for your belongings,Florida,0,0,1
5,2020-02-22,"Experience the visual arts that accompany the rides indoors- 3-D,4-D",Florida,0,1,0
4,2020-02-22,Better than Disney,Florida,0,1,0
3,2020-02-22,Very Expensive Magic,Florida,0,1,0
5,2020-02-21,Excellent day,Florida,0,0,1
4,2020-02-21,Fabulous time!,Florida,0,0,1
5,2020-02-21,Excellent customer service,Florida,0,0,1
4,2020-02-20,Took advantage of their Express Pass and it was worth it. Less to do for a todler,Florida,0,1,0
5,2020-02-20,Fun time,Florida,0,0,1
3,2020-02-20,Welcome to Capitalist America,Florida,0,0,1
1,2020-02-20,What a waste,Florida,1,0,0
5,2020-02-20,Magnificent trip,Florida,0,0,1
5,2020-02-20,Visited here on our 2019 holiday,Florida,0,0,1
5,2020-02-19,"""Something for everyone""",Florida,0,0,1
5,2020-02-19,Being a kid,Florida,0,1,0
4,2020-02-19,Good experience,Florida,0,0,1
5,2020-02-19,Halloween!!!,Florida,0,0,1
5,2020-02-19,Great time,Florida,0,0,1
5,2020-02-19,Best Theme Park in Orlando,Florida,0,1,0
5,2020-02-18,Love the Harry Potter updates,Florida,0,0,1
5,2020-02-18,Great girls trip full of adventure,Florida,0,0,1
5,2020-02-18,Mardi Gras,Florida,0,1,0
5,2020-02-18,¨Very cool with a lot of attractions¨,Florida,0,0,1
5,2020-02-18,Great family getaway !,Florida,0,0,1
5,2020-02-18,VIP Tour - Worth Every Penny,Florida,0,0,1
5,2020-02-18,Always a Family Favourite,Florida,0,0,1
4,2020-02-17,Good time,Florida,0,0,1
4,2020-02-16,Great Saturday,Florida,0,1,0
2,2020-02-16,This park needs updating,Florida,0,1,0
5,2020-02-16,Had a Blast,Florida,0,0,1
5,2020-02-16,Better than Disney,Florida,0,0,1
1,2020-02-16,Awful customer service! Should’ve stayed at WDW!,Florida,1,0,0
5,2020-02-15,Love Love Love Universal Studios,Florida,0,0,1
5,2020-02-15,Great Rides!!,Florida,0,0,1
5,2020-02-15,"Last visit was in 1995, now I'm 40!",Florida,0,0,1
5,2020-02-15,"Best ""Bang For Your Buck""",Florida,0,0,1
5,2020-02-15,A brilliant adventure,Florida,0,0,1
5,2020-02-14,Family vacation,Florida,0,0,1
5,2020-02-14,Best Theme Park for me (Better Than Disney World.,Florida,0,0,1
5,2020-02-14,The best days!,Florida,0,0,1
5,2020-02-14,Fabulous!,Florida,0,0,1
4,2020-02-14,Universal Studios is perfectly named.,Florida,0,0,1
4,2020-02-13,Good,Florida,0,0,1
5,2020-02-13,Universal Studios,Florida,0,0,1
5,2020-02-13,It was good to be back after 24 years!,Florida,0,0,1
5,2020-02-13,Exceeded My Expectations,Florida,0,0,1
5,2020-02-13,Universal trip with Friends . . and we are all over 50! :),Florida,0,0,1
5,2020-02-12,Employees really like their jobs,Florida,0,0,1
3,2020-02-12,Mixed bag,Florida,0,0,1
4,2020-02-12,Hagrid’s motorbike ride,Florida,0,0,1
5,2020-02-11,A must for all Harry Potter fans,Florida,0,0,1
5,2020-02-11,Fun fun times at Universal Orlando,Florida,0,0,1
5,2020-02-11,Family fun,Florida,0,0,1
5,2020-02-11,Harry Potter Mania,Florida,0,0,1
5,2020-02-11,Best Senior trip EVER!!,Florida,0,0,1
5,2020-02-11,Wonderful experience,Florida,0,0,1
5,2020-02-11,So many changes but all good.,Florida,0,0,1
5,2020-02-11,Universal adventure,Florida,0,0,1
5,2020-02-11,Harry Potter fans will love this!,Florida,1,0,0
5,2020-02-11,Trip of a lifetime,Florida,0,0,1
5,2020-02-11,Absolutely brilliant,Florida,0,0,1
4,2020-02-11,Great Parks,Florida,0,0,1
5,2020-02-10,Fun for the whole family including those of us in wheelchairs,Florida,0,0,1
5,2020-02-10,Loved it,Florida,0,0,1
2,2020-02-10,"Very Disappointing, Not Worth It",Florida,0,0,1
5,2020-02-09,Universal Studios Orlando VIP Experience is AWESOME mixed with AMAZING,Florida,0,0,1
5,2020-02-08,Great fun for active seniors!,Florida,0,0,1
3,2020-02-08,NOT a park for small children,Florida,0,0,1
3,2020-02-08,not Worth it for the cost,Florida,0,1,0
5,2020-02-08,Universal,Florida,0,0,1
5,2020-02-08,Diagon Alley is Awesome,Florida,0,0,1
5,2020-02-08,Excellent themapark,Florida,0,0,1
5,2020-02-08,Love is Universal,Florida,0,0,1
5,2020-02-08,Universal in 2 Days,Florida,0,0,1
4,2020-02-08,Island of Adventure!,Florida,0,0,1
4,2020-02-07,Fun Park But Crowded,Florida,0,0,1
4,2020-02-07,Must go!! Don’t miss!!,Florida,0,0,1
5,2020-02-06,Wizarding world but so much more,Florida,0,0,1
5,2020-02-06,Wonderful day.,Florida,0,0,1
5,2020-02-06,Great time even for my 4y/o,Florida,0,0,1
4,2020-02-05,Universal Studios VIP Experience,Florida,0,0,1
5,2020-02-05,As good as they say,Florida,0,0,1
5,2020-02-04,Good time of year,Florida,0,0,1
5,2020-02-04,Lots of fun!,Florida,0,0,1
5,2020-02-04,Amazing,Florida,0,0,1
5,2020-02-03,Perfect solo adventure place,Florida,0,0,1
3,2020-02-03,"Better than Disney, but too much of the same stuff",Florida,0,0,1
4,2020-02-03,the atmosphere,Florida,0,0,1
5,2020-02-03,Uni-pleased,Florida,0,0,1
2,2020-02-03,Halloween fright night experience,Florida,0,1,0
5,2020-02-02,Do it once in a lifetime,Florida,0,1,0
4,2020-02-02,Go early in the year,Florida,0,0,1
4,2020-02-01,Express pass? YES PLEASE!,Florida,0,0,1
4,2020-01-31,Great time exploring Universal Studios,Florida,0,0,1
5,2020-01-31,Harry Potter,Florida,0,0,1
4,2020-01-31,Love it,Florida,0,0,1
5,2020-01-31,Get there early and stay late,Florida,0,0,1
5,2020-01-31,Great trip for adults and children,Florida,0,0,1
2,2020-01-31,A MUST READ FOR ANYONE VISITING THE THEME PARK,Florida,1,0,0
5,2020-01-30,Love it here!,Florida,0,0,1
5,2020-01-30,Many things to love! Few things need improvement.,Florida,0,0,1
5,2020-01-30,Loved it,Florida,0,0,1
5,2020-01-30,FUN,Florida,0,0,1
4,2020-01-30,Good fun,Florida,0,0,1
5,2020-01-30,My 40th bday,Florida,0,0,1
4,2020-01-30,This is how you do a theme park,Florida,0,0,1
1,2020-01-29,Hagrid’s Magical Creatures Motorbike Adventure today was the worst memory ever,Florida,1,0,0
5,2020-01-29,Fun,Florida,0,1,0
4,2020-01-29,"Great shows, food could be much better",Florida,0,0,1
5,2020-01-29,Brilliant,Florida,0,0,1
5,2020-01-28,Felt like a kid again,Florida,0,0,1
5,2020-01-28,Fun for all Ages,Florida,0,0,1
5,2020-01-28,AMAZING!!,Florida,0,0,1
5,2020-01-27,Really enjoyed it,Florida,0,0,1
3,2020-01-26,Not enough good rides,Florida,0,0,1
4,2020-01-26,Vacation,Florida,0,1,0
1,2020-01-26,Skip the photo package,Florida,1,0,0
3,2020-01-26,So so Experience,Florida,0,0,1
5,2020-01-26,Even for Seniors it was awesome,Florida,0,0,1
5,2020-01-26,Batter than Disney?,Florida,0,0,1
5,2020-01-26,Cool place,Florida,0,0,1
5,2020-01-26,Fantastic day out,Florida,0,0,1
4,2020-01-25,Universal Orlando versus Disney World Orlando....,Florida,0,0,1
4,2020-01-25,Back to my childhood,Florida,0,0,1
3,2020-01-25,Ok theme park,Florida,0,1,0
5,2020-01-24,Don't miss Universal Studios while in Orlando,Florida,0,0,1
3,2020-01-23,Overpriced,Florida,0,0,1
5,2020-01-23,Great Time,Florida,0,1,0
2,2020-01-23,"Nice park, Way to Expensive per ride",Florida,0,0,1
4,2020-01-23,Need tickets to 2 parks to get entire Harry Potter experience,Florida,0,0,1
5,2020-01-23,Fabulous time,Florida,0,0,1
4,2020-01-22,Universal in Jan,Florida,0,0,1
4,2020-01-21,So much fun!,Florida,0,0,1
4,2020-01-21,Excellent rides,Florida,0,0,1
5,2020-01-20,Doesn't disappoint,Florida,0,0,1
1,2020-01-20,Total Disappointment...Should have went to a Disney Park!!,Florida,1,0,0
4,2020-01-20,Universal Jan 2020,Florida,0,0,1
5,2020-01-20,so much fun,Florida,0,0,1
5,2020-01-20,"We had such and great time. Family of 6 with a 12, 8, 2 and 1 aged children.",Florida,0,0,1
4,2020-01-19,"Modern up-to date, but too much emphasis on 4D",Florida,0,0,1
2,2020-01-19,Poor VIP Experience,Florida,0,0,1
4,2020-01-18,Rides are amazing,Florida,0,0,1
4,2020-01-18,Pleasant,Florida,0,0,1
5,2020-01-18,We had a wonderful time!,Florida,0,0,1
5,2020-01-18,Universal Private VIP Experience INCREDIBLE!!!!,Florida,0,0,1
5,2020-01-18,We went to a Galaxy far far away,Florida,0,1,0
5,2020-01-18,Amazing park....a lovely vibe both day and night.,Florida,0,0,1
5,2020-01-17,So Much Fun!,Florida,0,0,1
5,2020-01-17,Universal fun,Florida,0,1,0
1,2020-01-17,Expensive and repetitive,Florida,0,0,1
4,2020-01-17,No express pass and we did everything we wanted....,Florida,0,0,1
5,2020-01-16,HHN29,Florida,0,0,1
2,2020-01-16,Poor customer service,Florida,0,0,1
4,2020-01-16,One day off season visit,Florida,0,0,1
5,2020-01-15,"First time, low budget, off peak....here's the story",Florida,0,0,1
5,2020-01-15,Tons of fun!,Florida,0,0,1
1,2020-01-15,Breakdowns,Florida,1,0,0
4,2020-01-15,Review from a senior,Florida,0,0,1
5,2020-01-15,Great Park,Florida,0,0,1
5,2020-01-15,It’s my favorite one,Florida,0,0,1
1,2020-01-14,Don't fall for the temptation,Florida,1,0,0
5,2020-01-14,Love it here,Florida,0,0,1
5,2020-01-14,great experience at universal studios,Florida,0,0,1
4,2020-01-14,We liked the Mummy,Florida,0,0,1
2,2020-01-14,Overpriced and long long waiting times,Florida,0,0,1
5,2020-01-13,Universal,Florida,0,0,1
3,2020-01-13,Friendly faces,Florida,0,0,1
5,2020-01-13,"Lots to do, Great fun!",Florida,0,0,1
4,2020-01-13,Wonderful Park!,Florida,0,0,1
3,2020-01-13,Not worth It.,Florida,0,1,0
5,2020-01-13,HOME!!!,Florida,0,0,1
4,2020-01-13,Big kid day,Florida,0,0,1
5,2020-01-12,"Love,Love,Love it",Florida,0,0,1
5,2020-01-12,Buy the fast pass,Florida,0,0,1
5,2020-01-12,Family Vacation,Florida,0,1,0
4,2020-01-12,Wonderful trip!,Florida,0,0,1
5,2020-01-11,SO MUCH FUN,Florida,0,0,1
2,2020-01-11,Very disappointed in Universal Florida...,Florida,0,0,1
5,2020-01-11,What an amazing day out!,Florida,0,0,1
4,2020-01-10,So much fun!!,Florida,0,0,1
